categoria|status|monto|nog|nit_proveedor|nit_comprador|descripcion|fecha_publicada|modalidad_compra|tipo_ofertas|fecha_presentacion_ofertas|nombre_comprador|unidades|fecha_adjudicada|fecha_cierre_ofertas
Limpieza, fumigación y artículos afines|Terminado adjudicado|Q75,841.16|5052831|16904923|3225399|Adquicisión de desinfectantes, toallas para manos y trapeador, detergentes, jabones para los establecimientos educativos oficiales que no cuentan con OPFs en el Departamento de Izabal.|22.junio.2016 Hora:4:27:11 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.junio.2016 Hora:8:00:00 a. m.|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE IZABAL|10|26.junio.2016 Hora:11:46:23 a. m.|24.junio.2016 Hora:8:30:00 a. m.
1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q76,897.01|5052327|29512905|3225399|Adquisición de botes para basura, cubetas, tambos, sillas plásticas para los establecimientos educativos oficiales que no cuentan con OPFs en el Departamento de Izabal.|22.junio.2016 Hora:3:59:11 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.junio.2016 Hora:8:00:00 a. m.|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE IZABAL|11|26.junio.2016 Hora:11:31:29 a. m.|24.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q2,678.57|4907922|7593589|2342855|UNA MALLA PARA PISO DE ORBITA SISTEMA 1.6|20.mayo.2016 Hora:12:43:28 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|27.junio.2016 Hora:5:20:54 p. m.|24.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q89,498.57|4969863|7477279|2342855|LISTADO No. 2848-2016 BOSENTAN COMPRIMIDO 125 MG|02.junio.2016 Hora:6:54:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|06.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|27.junio.2016 Hora:11:28:52 a. m.|06.junio.2016 Hora:9:00:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,955.36|4917359|22341102|2342855|IMPLANTE DE CADERA TIPO PRESFIT JAULA ACETABULAR DE 48MM|23.mayo.2016 Hora:3:10:25 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:10:45:06 p. m.|25.mayo.2016 Hora:8:30:00 a. m.
Papelería y artículos de librería|Terminado adjudicado|Q46,660.52|5050863|321656|3225399|COMPRA DE TIJERAS CORRESPONDIENTES AL ÚNICO DESEMBOLSO DE ÚTILES ESCOLARES DEL NIVEL 43 DE LA DIDEDUC GUATEMALA NORTE|22.junio.2016 Hora:3:18:29 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.junio.2016 Hora:8:00:00 a. m.|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE GUATEMALA NORTE|1|27.junio.2016 Hora:3:01:57 p. m.|24.junio.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q81,803.57|4923448|5801338|2342855|EVENTO 2760/2016. RECARGA DE 60 MM, CÓDIGO AZUL, CON GRAPAS DE 3.5 MM, CON CUCHILLA PROPIA, PARA ENGRAPADORA LÍNEAL CORTANTE ENDOSCÓPICA UNIVERSAL. EMPAQUE INDIVIDUAL, ESTÉRIL, DESCARTABLE.|25.mayo.2016 Hora:8:14:08 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|27.junio.2016 Hora:10:55:55 a. m.|27.mayo.2016 Hora:8:30:00 a. m.
Alimentos y semillas|Terminado adjudicado|Q75,291.30|5056578|658111|2360837|1665 galones aceite vegetal de girasol(333 bidones)|23.junio.2016 Hora:4:50:45 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.junio.2016 Hora:8:00:00 a. m.|HOSTALES|1|27.junio.2016 Hora:2:48:45 p. m.|27.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,437.50|4893743|22341102|2342855|UNA PLACA DE RECONSTRUCCION DE 3.5MM DE 6-10 AGUJEROS|18.mayo.2016 Hora:2:28:02 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:11:09:36 a. m.|20.mayo.2016 Hora:8:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q22,815.00|5022940|5941679|3440915|LICENCIAS DE SEGURIDAD (ANTIVIRUS) PARA USO DE LOS EQUIPOS DE COMPUTO DEL FONDO PARA LA VIVIENDA -FOPAVI-.|15.junio.2016 Hora:12:00:35 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:2:00:00 p. m.|FOPAVI|1|27.junio.2016 Hora:11:41:54 a. m.|17.junio.2016 Hora:2:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,030.27|4989481|47912677|2342855|CANULAS ORALES DE ACERO INOXIDABLE (J-0897 SALA DE OPERACIONES)|08.junio.2016 Hora:10:06:10 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|13.junio.2016 Hora:12:00:00 p. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:3:47:31 p. m.|13.junio.2016 Hora:12:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q4,466.43|5017068|22339655|2342855|COD. 1611  TOXOIDE TETANICO (VACUNA ANTITETANICA) SOLUCION INYECTABLE 1 DOSIS JERINGA PRELLENADA DE 0.5ML.|15.junio.2016 Hora:3:06:45 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|27.junio.2016 Hora:3:52:43 p. m.|17.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q18,360.00|5035589|5801338|6699723|Tubos de cloruro de polivinilo.|17.junio.2016 Hora:3:06:52 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|21.junio.2016 Hora:8:00:00 a. m.|UNICAR|5|27.junio.2016 Hora:11:38:44 a. m.|21.junio.2016 Hora:8:30:00 a. m.
1. Construcción y materiales afines~2. Textiles, ropa y calzado|Terminado adjudicado|Q35,485.00|5028590|52143759|6261558|ADQUISICION DE CHUMPAS CON PANTALON IMPERMEABLES Y BOTAS DE HULE PARA EMPLEADOS DE LAS DIFERENTES UNIDADES DE LA MUNICIPALIDAD DE SAN LUCAS SACATEPEQUEZ|16.junio.2016 Hora:11:26:35 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.junio.2016 Hora:11:00:00 a. m.|TESORERIA MUNICIPAL|3|27.junio.2016 Hora:3:00:30 p. m.|20.junio.2016 Hora:11:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q376.25|5010160|26269236|2342855|DOPAMINA CLORHIDRATO, SOLUCIÓN INYECTABLE 40 MG/ML VIAL O AMPOLLA 5 ML. COD. IGSS 604.|13.junio.2016 Hora:3:00:46 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DE RETALHULEU|1|27.junio.2016 Hora:11:09:15 a. m.|17.junio.2016 Hora:8:30:00 a. m.
Alimentos y semillas|Terminado adjudicado|Q55,013.00|5048168|33403252|3225399|COMPRA DE BOLSA DE SALSITA LISTA DE TOMATE (TRADICIONAL) DE 4 ONZAS PARA ESTABLECIMIENTOS EDUCATIVOS DE NIVELES PRE PRIMARIA Y PRIMARIA DEL SECTOR OFICIAL DEL DEPTO.DE ZACAPA QUE NO CUENTAN CON OPF|21.junio.2016 Hora:6:39:17 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:9:00:00 a. m.|DIRECCION DEPARTAMENTAL DE EDUCACIÓN DE ZACAPA|1|27.junio.2016 Hora:8:13:15 p. m.|23.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q7,727.68|4906624|22341102|2342855|PLACA TUBODESLIZANTE DE 135 GRADOS DE 30CM DE LONGITUD PARA FEMUR DERECHO CON SET COMPLETO DE COLOCACION Y ESCOGENCIA|20.mayo.2016 Hora:10:25:26 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|27.junio.2016 Hora:5:28:08 p. m.|24.mayo.2016 Hora:8:30:00 a. m.
1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q46,200.00|5044871|2837765|2318024|ADQUISICION DE DESINFECTANTE BACTERICIDA. MSPAS No. 2016-ROO-CD-1837|21.junio.2016 Hora:11:48:23 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:8:30:00 a. m.|HOSPITAL ROOSEVELT|1|27.junio.2016 Hora:8:40:37 a. m.|23.junio.2016 Hora:9:00:00 a. m.
Transporte, repuestos y combustibles|Terminado adjudicado|Q90,000.00|5047633|321052|2318024|ADQUISICION DE CUPONES CAJEABLES A NIVEL NACIONAL DE Q.100.00 Y Q.50.00 DE COMBUSTIBLE REGULAR  PARA LA DIRECCION DE AREA DE SALUD DE QUETZALTENANGO|21.junio.2016 Hora:4:37:12 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|23.junio.2016 Hora:12:30:00 p. m.|AREA DE SALUD DE QUETZALTENANGO|2|27.junio.2016 Hora:10:53:53 a. m.|23.junio.2016 Hora:1:00:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q10,000.00|4895053|7593589|2342855|IMPLANTE PARA ARTROPLASTIA TOTAL DE CADERA DERECHA CON|18.mayo.2016 Hora:2:34:16 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:12:08:03 p. m.|20.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q782.14|5007313|7593201|2342855|GANCHO DE HERINAS DE JOSEPF CON UN DIENTE DE ACERO INOXIDABLE. (J-0947 CIRUGIA AMBULATORIA)|11.junio.2016 Hora:8:29:51 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:5:00:00 p. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:4:06:22 p. m.|15.junio.2016 Hora:5:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q16,562.00|5033950|359815|2318024|ADQUISICIÓN DE: AGUJA VACUTAINER 21G,CANÚLA BINASAL PACIENTE ADULTO,SONDA FOLEY: 16,SONDA FOLEY: 18,SONDA NAS. 18,TUBO ENDOTRAQ. 8,VENDA DE YESO 4X6,PARA USO DEL HOSPITAL DE LA AMISTAD JAPON GUATEMALA|17.junio.2016 Hora:11:31:06 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|21.junio.2016 Hora:9:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|7|27.junio.2016 Hora:3:12:32 p. m.|21.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q11,875.00|5033950|8163294|2318024|ADQUISICIÓN DE: AGUJA VACUTAINER 21G,CANÚLA BINASAL PACIENTE ADULTO,SONDA FOLEY: 16,SONDA FOLEY: 18,SONDA NAS. 18,TUBO ENDOTRAQ. 8,VENDA DE YESO 4X6,PARA USO DEL HOSPITAL DE LA AMISTAD JAPON GUATEMALA|17.junio.2016 Hora:11:31:06 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|21.junio.2016 Hora:9:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|7|27.junio.2016 Hora:3:12:32 p. m.|21.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q10,300.00|5033950|2475546K|2318024|ADQUISICIÓN DE: AGUJA VACUTAINER 21G,CANÚLA BINASAL PACIENTE ADULTO,SONDA FOLEY: 16,SONDA FOLEY: 18,SONDA NAS. 18,TUBO ENDOTRAQ. 8,VENDA DE YESO 4X6,PARA USO DEL HOSPITAL DE LA AMISTAD JAPON GUATEMALA|17.junio.2016 Hora:11:31:06 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|21.junio.2016 Hora:9:00:00 a. m.|HOSPITAL DE PUERTO BARRIOS|7|27.junio.2016 Hora:3:12:32 p. m.|21.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q297.50|5010071|22339655|2342855|ATROPINA SULFATO, SOLUCIÓN INYECTABLE 0.5 MG/ML AMPOLLA 1 ML- 2 ML. COD. IGSS 237.|13.junio.2016 Hora:2:58:08 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DE RETALHULEU|1|27.junio.2016 Hora:10:48:14 a. m.|17.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q25,710.36|5012821|5854229|2342855|Hidróxido de aluminio y magnesio, Suspensión 185 mg - 200 mg/5 ml frasco 360 ml|13.junio.2016 Hora:6:36:42 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:8:00:00 a. m.|CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS (CAMIP)|1|27.junio.2016 Hora:9:41:02 a. m.|15.junio.2016 Hora:8:30:00 a. m.
1. Papelería y artículos de librería~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q5,484.00|5025079|38231425|2318024|MSPAS No. 2016-RET-CD024. ADQUISICIÓN DE ÚTILES DE LIBRERIA PARA EL AREA DE SALUD DE RETALHULEU.|15.junio.2016 Hora:3:10:00 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.junio.2016 Hora:9:00:00 a. m.|AREA DE SALUD RETALHULEU|13|27.junio.2016 Hora:8:43:35 a. m.|20.junio.2016 Hora:9:30:00 a. m.
Transporte, repuestos y combustibles|Terminado adjudicado|Q62,265.00|5043921|43063284|2318024|ADQUISICIÓN DE 3,500 GALONES DE COMBUSTIBLE DIESEL, PARA EL HOSPITAL GENERAL SAN JUAN DE DIOS|21.junio.2016 Hora:10:11:32 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.junio.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL SAN JUAN DE DIOS|1|27.junio.2016 Hora:3:51:51 p. m.|24.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q780.00|4915097|35460180|2342855|PLACA DCP 3.5MM DE 6-8 AGUJEROS CON 8 TORNILLOS CORTICALES DE 3.5MM|23.mayo.2016 Hora:2:54:42 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|27.junio.2016 Hora:8:18:30 p. m.|25.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q1,257.34|5007496|47912677|2342855|CORTA ALAMBRE  DE ACERO INOXIDABLE DE 15CMS DE LARGO. (PARA PROCEDIMIENTOS DE CIRUGIA DE MANO Y ARTROSCOPIA) (J-0963 CIRUGIA AMBULATORIA)|11.junio.2016 Hora:8:19:25 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:5:00:00 p. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:10:19:27 a. m.|15.junio.2016 Hora:5:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q66,720.00|5026172|30428378|2318024|ADQUISICION DE PRUEBAS DE FOSFATASA ALCALINA, CK CREATINQUINASA, PROTEINAS TOTALES, BILIRRUBINA TOTAL, PARA EL HOSPITAL DE SAN BENITO|16.junio.2016 Hora:9:34:37 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.junio.2016 Hora:9:00:00 a. m.|HOSPITAL DE SAN BENITO|5|27.junio.2016 Hora:9:09:13 a. m.|20.junio.2016 Hora:9:30:00 a. m.
1. Limpieza, fumigación y artículos afines~2. Salud e insumos hospitalarios~3. Otros tipos de bienes o servicios|Terminado adjudicado|Q89,996.40|5040388|26678349|2318024|RECOLECCION Y DESTRUCCION DE DESECHOS SOLIDOS PARA EL HOSPITAL ROOSEVELT, MSPAS 2016-ROO-CD-1831.|20.junio.2016 Hora:3:12:54 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|22.junio.2016 Hora:10:00:00 a. m.|HOSPITAL ROOSEVELT|1|27.junio.2016 Hora:3:49:23 p. m.|22.junio.2016 Hora:10:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q83,700.00|5024854|12511862|2318024|MSPAS No. 2016-HES-CD184 Adquisición de Circuitos Pediátricos y Neonatal.|15.junio.2016 Hora:3:23:47 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.junio.2016 Hora:8:00:00 a. m.|HOSPITAL DE ESCUINTLA|2|27.junio.2016 Hora:3:39:36 p. m.|20.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q13,122.18|4894464|7593589|2342855|PLACA ANATÓMICA PARA HUMERO DISTAL BLOQUEADA PARA COLUMNA LATERAL DE 3.5MM DE 7 AGUJEROS CON 7 TORNILLOS CORTICALES DE 3.5MM     PRES 3287|18.mayo.2016 Hora:2:31:09 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|4|27.junio.2016 Hora:11:53:54 a. m.|20.mayo.2016 Hora:8:30:00 a. m.
1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|Terminado adjudicado|Q7,500.00|4955218|4123670|2342855|EVENTO 2879/2016. SET PARA CISTOSTOMÍA PERCUTÁNEA QUE INCLUYA: SONDA DE CISTOSTOMÍA No. 10 FR CON BALÓN, TRÓCAR INTRODUCTOR DE METAL, DISPOSITIVO DE FIJACIÓN A PIEL. EMPAQUE INDIVIDUAL, ESTÉRIL, DESCA|31.mayo.2016 Hora:4:19:13 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ENFERMEDADES|1|27.junio.2016 Hora:10:40:44 a. m.|02.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q600.00|5007402|38626926|2342855|MINI TIJERA CORNEAL CASTRO VIEJO  CURVA (PARA PROCEDIMIENTOS DE OFTALMOLOGIA) (J-0955 CIRUGIA AMBULATORIA)|11.junio.2016 Hora:8:24:41 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:5:00:00 p. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:9:53:57 a. m.|15.junio.2016 Hora:5:30:00 p. m.
1. Construcción y materiales afines~2. Electricidad y aire acondicionado~3. Otros tipos de bienes o servicios|Terminado adjudicado|Q22,061.50|5034876|27488446|2492334|ADQUISICIÓN DE MATERIALES PARA LA REPARACIÓN DE POZOS DE ABASTECIMIENTO DE AGUA DEL CENTRO DE REHABILITACIÓN DE PUERTO BARRIOS IZABAL|17.junio.2016 Hora:1:01:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|21.junio.2016 Hora:11:00:00 a. m.|DIRECCIÓN GENERAL DEL SISTEMA PENITENCIARIO|15|27.junio.2016 Hora:11:35:16 a. m.|21.junio.2016 Hora:11:30:00 a. m.
Otros tipos de bienes o servicios|Terminado adjudicado|Q7,034.00|5028272|29512905|6180698|SILLAS PLÁSTICAS COLOR BLANCO PARA USO DE LA OFICINA MUNICIPAL DE LA MUJER|16.junio.2016 Hora:11:20:28 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.junio.2016 Hora:9:00:00 a. m.|COMPRAS|1|27.junio.2016 Hora:2:52:10 p. m.|20.junio.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q503.57|5007364|38626926|2342855|SEPARADORES  LANGENBECK  DE 21CMS. DE ACERO INOXIDABLE (J-0951 CIRUGIA AMBULATORIA)|11.junio.2016 Hora:8:27:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:5:00:00 p. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:3:54:54 p. m.|15.junio.2016 Hora:5:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q18,360.00|5059054|43969968|6699723|3060-Cepillos quirúrgicos para lavado de manos con esponja, cepillo y limpia uñas.|23.junio.2016 Hora:4:59:19 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|27.junio.2016 Hora:8:00:00 a. m.|UNICAR|1|27.junio.2016 Hora:12:10:53 p. m.|27.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q81,919.64|5013720|60496355|2342855|COD. 75085  ELOSULFASA ALFA VIAL 5 MG/5ML. (VIMIZIN)|15.junio.2016 Hora:2:55:08 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|17.junio.2016 Hora:8:00:00 a. m.|UNIDAD PERIFERICA ZONA 11|1|27.junio.2016 Hora:3:54:05 p. m.|17.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q9,821.43|5007380|5506433|2342855|PINZA PITITURIA DE ACERO INIXIDABLE (PARA PROCEDIMIENTOS DE ARTROSCOPIA) (J-0953 CIRUGIA AMBULATORIA)|11.junio.2016 Hora:8:26:15 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:5:00:00 p. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:9:47:33 a. m.|15.junio.2016 Hora:5:30:00 p. m.
1. Limpieza, fumigación y artículos afines~2. Salud e insumos hospitalarios~3. Otros tipos de bienes o servicios|Terminado adjudicado|Q76,665.27|5022827|1251800K|2342855|TOALLAS PARA SECAR MANOS.|15.junio.2016 Hora:12:18:05 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|20.junio.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:12:28:45 p. m.|20.junio.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q89,100.00|4919025|22345388|6699723|1,650 ampollas protamina clorhidrato 500UI/5ml ampolla 5ml debe de cumplir con los requerimientos de protamine HCL según USP u otra norma internacional homologa|23.mayo.2016 Hora:4:25:39 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|26.mayo.2016 Hora:9:00:00 a. m.|UNICAR|1|27.junio.2016 Hora:11:10:56 a. m.|26.mayo.2016 Hora:9:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q30,000.00|5048982|75499207|2318024|ADQUISICIÓN DE ALCOHOL ISOPROPILICO AL 70% GALON|22.junio.2016 Hora:11:56:56 a. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|24.junio.2016 Hora:10:00:00 a. m.|HOSPITAL DE CUILAPA|1|27.junio.2016 Hora:12:42:53 p. m.|24.junio.2016 Hora:10:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q4,692.86|5007224|38626926|2342855|CUCHILLAS DE UROLOGIA FINAS	 (J-0938 SALA DE OPERACIONES)|11.junio.2016 Hora:8:35:22 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|15.junio.2016 Hora:5:00:00 p. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|1|27.junio.2016 Hora:5:00:31 p. m.|15.junio.2016 Hora:5:30:00 p. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q4,676.50|4913892|7593589|2342855|PLACA DE RECONSTRUCCIÓN ACETABULAR DE 3.5MM DE 8-14 AGUJEROS, CON 8-14 TORNILLOS CORTICALES DE 20-110MM DE LONGITUD    PRES 3344|23.mayo.2016 Hora:2:51:40 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|25.mayo.2016 Hora:8:00:00 a. m.|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|2|27.junio.2016 Hora:7:27:58 p. m.|25.mayo.2016 Hora:8:30:00 a. m.
Salud e insumos hospitalarios|Terminado adjudicado|Q73,436.81|4949722|22345388|2342855|LISTADO 2710-2016 LENALIDOMIDA 10 MG GUATECOMPRAS.|30.mayo.2016 Hora:3:39:17 p. m.|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|Sólo electrónicas.|02.junio.2016 Hora:8:30:00 a. m.|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|1|27.junio.2016 Hora:10:21:04 a. m.|02.junio.2016 Hora:9:00:00 a. m.
